iter	Passed	Remaining
329	1065	2163
330	1069	2161
331	1072	2158
332	1074	2151
333	1076	2146
334	1078	2140
335	1080	2134
336	1084	2133
337	1085	2126
338	1087	2120
339	1089	2114
340	1090	2108
341	1093	2103
342	1096	2100
343	1097	2093
344	1099	2086
345	1100	2080
346	1102	2074
347	1104	2068
348	1107	2066
349	1110	2061
350	1111	2055
351	1113	2048
352	1114	2043
353	1116	2037
354	1117	2031
355	1121	2028
356	1123	2023
357	1124	2017
358	1126	2011
359	1128	2005
360	1129	1999
361	1131	1995
362	1134	1991
363	1136	1985
364	1137	1979
365	1139	1973
366	1140	1967
367	1142	1961
368	1148	1963
369	1151	1961
370	1154	1956
371	1155	1950
372	1156	1944
373	1158	1939
374	1160	1933
375	1163	1930
376	1166	1927
377	1168	1922
378	1169	1916
379	1171	1910
380	1172	1905
381	1174	1899
382	1178	1897
383	1180	1893
384	1182	1888
385	1184	1883
386	1185	1878
387	1190	1877
388	1192	1873
389	1194	1867
390	1196	1862
391	1197	1857
392	1201	1855
393	1203	1851
394	1205	1846
395	1207	1841
396	1209	1836
397	1210	1831
398	1216	1831
399	1218	1828
400	1220	1823
401	1222	1819
402	1224	1813
403	1227	1810
404	1229	1806
405	1231	1801
406	1233	1797
407	1235	1792
408	1236	1787
409	1240	1784
410	1242	1780
411	1244	1775
412	1246	1771
413	1248	1766
414	1249	1761
415	1253	1759
416	1255	1755
417	1257	1750
418	1259	1746
419	1261	1741
420	1262	1736
421	1267	1735
422	1269	1731
423	1271	1726
424	1272	1721
425	1274	1717
426	1276	1713
427	1281	1712
428	1284	1709
429	1286	1704
430	1287	1700
431	1305	1716
432	1309	1715
433	1311	1710
434	1313	1705
435	1314	1700
436	1316	1696
437	1318	1691
438	1320	1687
439	1323	1684
440	1325	1679
441	1327	1675
442	1328	1670
443	1330	1666
444	1334	1664
445	1337	1660
446	1338	1656
447	1340	1651
448	1343	1648
449	1346	1646
450	1349	1642
451	1351	1638
452	1353	1633
453	1354	1629
454	1356	1625
455	1360	1622
456	1368	1626
457	1370	1621
458	1371	1616
459	1374	1614
460	1376	1609
461	1378	1605
462	1380	1601
463	1382	1596
464	1383	1592
465	1389	1591
466	1391	1587
467	1392	1583
468	1394	1578
469	1395	1573
470	1397	1569
471	1399	1565
472	1402	1562
473	1404	1558
474	1405	1553
475	1407	1549
476	1408	1544
477	1410	1540
478	1414	1538
479	1416	1534
480	1417	1529
481	1418	1524
482	1420	1520
483	1422	1516
484	1423	1511
485	1428	1510
486	1430	1506
487	1431	1502
488	1433	1497
489	1434	1493
490	1436	1489
491	1439	1486
492	1442	1483
493	1443	1479
494	1445	1474
495	1446	1470
496	1448	1466
497	1450	1461
498	1454	1459
499	1455	1455
500	1457	1451
501	1458	1446
502	1460	1442
503	1461	1438
504	1463	1434
505	1466	1431
506	1467	1427
507	1469	1423
508	1470	1418
509	1472	1414
510	1473	1410
511	1475	1405
512	1480	1405
513	1482	1401
514	1483	1397
515	1484	1392
516	1486	1389
517	1488	1384
518	1492	1383
519	1494	1379
520	1496	1375
521	1497	1371
522	1499	1367
523	1500	1363
524	1502	1359
525	1507	1358
526	1508	1354
527	1510	1350
528	1512	1346
529	1513	1342
530	1515	1338
531	1519	1336
532	1521	1333
533	1523	1329
534	1525	1325
535	1526	1321
536	1529	1318
537	1533	1316
538	1535	1313
539	1537	1309
540	1539	1305
541	1540	1301
542	1545	1300
543	1547	1296
544	1548	1292
545	1549	1288
546	1551	1284
547	1553	1280
548	1554	1277
549	1557	1274
550	1559	1271
551	1561	1267
552	1563	1263
553	1564	1259
554	1566	1255
555	1572	1256
556	1574	1252
557	1577	1249
558	1578	1245
559	1580	1241
560	1583	1239
561	1585	1235
562	1587	1232
563	1588	1228
564	1590	1224
565	1592	1220
566	1593	1217
567	1597	1214
568	1599	1211
569	1600	1207
570	1601	1203
571	1603	1199
572	1605	1196
573	1606	1192
574	1609	1189
575	1611	1186
576	1613	1182
577	1615	1179
578	1616	1175
579	1618	1171
580	1620	1168
581	1624	1166
582	1625	1162
583	1627	1159
584	1629	1155
585	1630	1151
586	1634	1150
587	1658	1162
588	1660	1158
589	1663	1156
590	1667	1153
591	1668	1149
592	1670	1146
593	1672	1142
594	1673	1139
595	1677	1137
596	1680	1134
597	1682	1130
598	1683	1127
599	1685	1123
600	1686	1119
601	1690	1117
602	1692	1114
603	1694	1110
604	1696	1107
605	1698	1104
606	1699	1100
607	1704	1098
608	1706	1095
609	1707	1091
610	1709	1088
611	1710	1084
612	1712	1080
613	1713	1077
614	1717	1075
615	1719	1071
616	1720	1068
617	1722	1064
618	1724	1061
619	1725	1057
620	1726	1053
621	1730	1051
622	1732	1048
623	1733	1044
624	1734	1040
625	1736	1037
626	1737	1033
627	1740	1030
628	1743	1028
629	1745	1025
630	1747	1021
631	1748	1018
632	1749	1014
633	1751	1011
634	1754	1008
635	1756	1005
636	1758	1002
637	1760	998
638	1761	995
639	1763	991
640	1764	988
641	1768	986
642	1770	983
643	1772	979
644	1774	976
645	1775	973
646	1777	969
647	1779	966
648	1782	964
649	1789	963
650	1790	960
651	1792	956
652	1794	953
653	1807	956
654	1813	955
655	1816	952
656	1818	949
657	1820	946
658	1821	942
659	1825	940
660	1827	937
661	1829	933
662	1831	930
663	1833	927
664	1835	924
665	1839	922
666	1841	919
667	1843	916
668	1844	912
669	1846	909
670	1852	908
671	1854	905
672	1855	901
673	1857	898
674	1859	895
675	1861	892
676	1865	890
677	1867	887
678	1869	883
679	1870	880
680	1872	877
681	1873	873
682	1877	871
683	1879	868
684	1881	865
685	1882	861
686	1884	858
687	1885	855
688	1887	852
689	1891	849
690	1893	846
691	1894	843
692	1896	840
693	1898	836
694	1899	833
695	1902	831
696	1904	828
697	1906	824
698	1907	821
699	1909	818
700	1911	815
701	1913	812
702	1917	809
703	1919	806
704	1920	803
705	1921	800
706	1923	796
707	1924	793
708	1927	790
709	1930	788
710	1932	785
711	1934	782
712	1935	779
713	1937	776
714	1939	772
715	1942	770
716	1944	767
717	1946	764
718	1947	761
719	1949	758
720	1950	754
721	1952	751
722	1956	749
723	1957	746
724	1959	743
725	1960	739
726	1962	736
727	1964	733
728	1966	730
729	1969	728
730	1970	725
731	1972	722
732	1973	719
733	1975	715
734	1976	712
735	1978	709
736	1984	708
737	1987	705
738	1988	702
739	1989	699
740	1991	696
741	1994	693
742	1996	690
743	1998	687
744	1999	684
745	2001	681
746	2002	678
747	2004	675
748	2008	673
749	2010	670
750	2012	667
751	2013	663
752	2014	660
753	2016	657
754	2017	654
755	2021	652
756	2023	649
757	2024	646
758	2026	643
759	2027	640
760	2029	637
761	2030	634
762	2033	631
763	2036	629
764	2037	625
765	2039	622
766	2040	619
767	2042	616
768	2043	613
769	2046	611
770	2048	608
771	2050	605
772	2051	602
773	2053	599
774	2054	596
775	2056	593
776	2058	590
777	2061	588
778	2063	585
779	2064	582
780	2066	579
781	2067	576
782	2069	573
783	2072	570
784	2075	568
785	2076	565
786	2078	562
787	2079	559
788	2081	556
789	2082	553
790	2085	551
791	2088	548
792	2089	545
793	2091	542
794	2092	539
795	2094	536
796	2096	533
797	2099	531
798	2101	528
799	2103	525
800	2104	522
801	2106	520
802	2107	517
803	2109	514
804	2113	512
805	2115	509
806	2117	506
807	2118	503
808	2120	500
809	2121	497
810	2123	494
811	2126	492
812	2128	489
813	2129	486
814	2131	483
815	2132	480
816	2133	477
817	2135	475
818	2139	472
819	2141	470
820	2143	467
821	2144	464
822	2145	461
823	2147	458
824	2150	456
825	2153	453
826	2154	450
827	2156	448
828	2158	445
829	2159	442
830	2161	439
831	2164	436
832	2166	434
833	2168	431
834	2170	428
835	2171	426
836	2172	423
837	2174	420
838	2178	417
839	2180	415
840	2182	412
841	2183	409
842	2185	407
843	2187	404
844	2193	402
845	2195	399
846	2196	396
847	2197	393
848	2199	391
849	2200	388
850	2202	385
851	2206	383
852	2208	380
853	2209	377
854	2211	374
855	2212	372
856	2213	369
857	2215	366
858	2219	364
859	2220	361
860	2222	358
861	2223	355
862	2225	353
863	2226	350
864	2228	347
865	2233	345
866	2234	342
867	2236	340
868	2237	337
869	2239	334
870	2240	331
871	2242	329
872	2246	326
873	2248	324
874	2249	321
875	2250	318
876	2252	315
877	2254	313
878	2255	310
879	2259	308
880	2261	305
881	2262	302
882	2264	300
883	2265	297
884	2267	294
885	2268	291
886	2272	289
887	2274	286
888	2276	284
889	2277	281
890	2278	278
891	2280	276
892	2281	273
893	2286	271
894	2288	268
895	2289	265
896	2291	263
897	2292	260
898	2294	257
899	2297	255
900	2299	252
901	2301	250
902	2302	247
903	2304	244
904	2306	242
905	2307	239
906	2311	237
907	2314	234
908	2315	231
909	2317	229
910	2319	226
911	2320	223
912	2323	221
913	2325	218
914	2327	216
915	2328	213
916	2330	210
917	2332	208
918	2333	205
919	2337	203
920	2339	200
921	2341	198
922	2342	195
923	2344	192
924	2345	190
925	2348	187
926	2351	185
927	2353	182
928	2354	179
929	2356	177
930	2357	174
931	2359	172
932	2362	169
933	2365	167
934	2366	164
935	2367	161
936	2369	159
937	2370	156
938	2372	154
939	2374	151
940	2377	149
941	2378	146
942	2380	143
943	2381	141
944	2383	138
945	2384	136
946	2387	133
947	2390	131
948	2391	128
949	2393	125
950	2395	123
951	2396	120
952	2397	118
953	2401	115
954	2403	113
955	2404	110
956	2406	108
957	2407	105
958	2409	103
959	2411	100
960	2415	98
961	2416	95
962	2418	92
963	2419	90
964	2420	87
965	2422	85
966	2423	82
967	2428	80
968	2430	77
969	2431	75
970	2433	72
971	2434	70
972	2436	67
973	2438	65
974	2441	62
975	2443	60
976	2445	57
977	2446	55
978	2447	52
979	2449	49
980	2451	47
981	2454	44
982	2456	42
983	2457	39
984	2459	37
985	2460	34
986	2462	32
987	2463	29
988	2468	27
989	2470	24
990	2471	22
991	2473	19
992	2474	17
993	2476	14
994	2478	12
995	2481	9
996	2483	7
997	2485	4
998	2487	2
999	2489	0
